"date","county","state","fips","cases","deaths","new_cases","week_sum"
2021-05-23,"Essex","Massachusetts","25009",97317,2380,61,413
2021-05-23,"Franklin","Massachusetts","25011",2561,113,2,14
2021-05-23,"Hampden","Massachusetts","25013",52046,1515,32,275
2021-05-23,"Hampshire","Massachusetts","25015",9128,296,7,25
2021-05-23,"Middlesex","Massachusetts","25017",134583,3751,57,449
2021-05-23,"Norfolk","Massachusetts","25021",54691,1783,14,181
2021-05-23,"Plymouth","Massachusetts","25023",48973,1435,20,232
2021-05-23,"Suffolk","Massachusetts","25025",92529,1833,30,337
2021-05-23,"Worcester","Massachusetts","25027",76875,2228,29,272
2021-05-24,"Barnstable","Massachusetts","25001",13873,466,6,81
2021-05-24,"Berkshire","Massachusetts","25003",6513,286,1,23
2021-05-24,"Bristol","Massachusetts","25005",66477,1725,16,342
2021-05-24,"Essex","Massachusetts","25009",97349,2380,32,400
2021-05-24,"Franklin","Massachusetts","25011",2565,113,4,16
2021-05-24,"Hampden","Massachusetts","25013",52061,1515,15,258
2021-05-24,"Hampshire","Massachusetts","25015",9130,296,2,26
2021-05-24,"Middlesex","Massachusetts","25017",134619,3751,36,452
2021-05-24,"Norfolk","Massachusetts","25021",54694,1783,3,163
2021-05-24,"Plymouth","Massachusetts","25023",48989,1435,16,219
2021-05-24,"Suffolk","Massachusetts","25025",92556,1834,27,328
2021-05-24,"Worcester","Massachusetts","25027",76903,2229,28,269
2021-05-25,"Barnstable","Massachusetts","25001",13879,467,6,75
2021-05-25,"Berkshire","Massachusetts","25003",6514,286,1,20
2021-05-25,"Bristol","Massachusetts","25005",66508,1727,31,324
2021-05-25,"Essex","Massachusetts","25009",97373,2382,24,374
2021-05-25,"Franklin","Massachusetts","25011",2564,113,-1,13
2021-05-25,"Hampden","Massachusetts","25013",52081,1516,20,225
2021-05-25,"Hampshire","Massachusetts","25015",9132,296,2,26
2021-05-25,"Middlesex","Massachusetts","25017",134657,3752,38,437
2021-05-25,"Norfolk","Massachusetts","25021",54712,1785,18,160
2021-05-25,"Plymouth","Massachusetts","25023",49008,1435,19,208
2021-05-25,"Suffolk","Massachusetts","25025",92571,1834,15,307
2021-05-25,"Worcester","Massachusetts","25027",76933,2230,30,253
2021-05-26,"Barnstable","Massachusetts","25001",13885,468,6,62
2021-05-26,"Berkshire","Massachusetts","25003",6521,286,7,24
2021-05-26,"Bristol","Massachusetts","25005",66528,1728,20,274
2021-05-26,"Essex","Massachusetts","25009",97450,2383,77,378
2021-05-26,"Franklin","Massachusetts","25011",2567,113,3,15
2021-05-26,"Hampden","Massachusetts","25013",52113,1517,32,215
2021-05-26,"Hampshire","Massachusetts","25015",9136,296,4,24
2021-05-26,"Middlesex","Massachusetts","25017",134729,3753,72,443
2021-05-26,"Norfolk","Massachusetts","25021",54737,1785,25,158
2021-05-26,"Plymouth","Massachusetts","25023",49027,1435,19,193
2021-05-26,"Suffolk","Massachusetts","25025",92625,1835,54,312
2021-05-26,"Worcester","Massachusetts","25027",76967,2230,34,250
2021-05-27,"Barnstable","Massachusetts","25001",13890,469,5,59
2021-05-27,"Berkshire","Massachusetts","25003",6526,286,5,24
2021-05-27,"Bristol","Massachusetts","25005",66556,1726,28,208
2021-05-27,"Essex","Massachusetts","25009",97491,2385,41,337
2021-05-27,"Franklin","Massachusetts","25011",2565,114,-2,9
2021-05-27,"Hampden","Massachusetts","25013",52133,1520,20,196
2021-05-27,"Hampshire","Massachusetts","25015",9137,297,1,22
2021-05-27,"Middlesex","Massachusetts","25017",134758,3754,29,396
2021-05-27,"Norfolk","Massachusetts","25021",54758,1786,21,143
2021-05-27,"Plymouth","Massachusetts","25023",49050,1435,23,154
2021-05-27,"Suffolk","Massachusetts","25025",92659,1835,34,281
2021-05-27,"Worcester","Massachusetts","25027",76989,2231,22,224
2021-05-28,"Barnstable","Massachusetts","25001",13895,469,5,45
2021-05-28,"Berkshire","Massachusetts","25003",6526,286,0,20
2021-05-28,"Bristol","Massachusetts","25005",66588,1726,32,201
2021-05-28,"Essex","Massachusetts","25009",97516,2386,25,319
2021-05-28,"Franklin","Massachusetts","25011",2567,113,2,9
2021-05-28,"Hampden","Massachusetts","25013",52157,1521,24,172
2021-05-28,"Hampshire","Massachusetts","25015",9137,297,0,18
2021-05-28,"Middlesex","Massachusetts","25017",134817,3755,59,378
2021-05-28,"Norfolk","Massachusetts","25021",54782,1787,24,138
2021-05-28,"Plymouth","Massachusetts","25023",49070,1435,20,145
2021-05-28,"Suffolk","Massachusetts","25025",92705,1836,46,269
2021-05-28,"Worcester","Massachusetts","25027",77007,2231,18,199
2021-05-29,"Barnstable","Massachusetts","25001",13901,469,6,41
2021-05-29,"Berkshire","Massachusetts","25003",6529,286,3,19
2021-05-29,"Bristol","Massachusetts","25005",66611,1726,23,173
2021-05-29,"Essex","Massachusetts","25009",97549,2389,33,293
2021-05-29,"Franklin","Massachusetts","25011",2568,113,1,9
2021-05-29,"Hampden","Massachusetts","25013",52183,1524,26,169
2021-05-29,"Hampshire","Massachusetts","25015",9139,297,2,18
2021-05-29,"Middlesex","Massachusetts","25017",134846,3757,29,320
2021-05-29,"Norfolk","Massachusetts","25021",54792,1789,10,115
2021-05-29,"Plymouth","Massachusetts","25023",49093,1435,23,140
2021-05-29,"Suffolk","Massachusetts","25025",92735,1838,30,236
2021-05-29,"Worcester","Massachusetts","25027",77020,2233,13,174
2021-05-30,"Barnstable","Massachusetts","25001",13904,469,3,37
2021-05-30,"Berkshire","Massachusetts","25003",6525,286,-4,13
2021-05-30,"Bristol","Massachusetts","25005",66637,1728,26,176
2021-05-30,"Essex","Massachusetts","25009",97571,2389,22,254
2021-05-30,"Franklin","Massachusetts","25011",2570,113,2,9
2021-05-30,"Hampden","Massachusetts","25013",52206,1526,23,160
2021-05-30,"Hampshire","Massachusetts","25015",9140,297,1,12
2021-05-30,"Middlesex","Massachusetts","25017",134871,3757,25,288
2021-05-30,"Norfolk","Massachusetts","25021",54803,1789,11,112
2021-05-30,"Plymouth","Massachusetts","25023",49115,1435,22,142
2021-05-30,"Suffolk","Massachusetts","25025",92743,1838,8,214
2021-05-30,"Worcester","Massachusetts","25027",77029,2233,9,154
2021-05-31,"Barnstable","Massachusetts","25001",13904,469,0,31
2021-05-31,"Berkshire","Massachusetts","25003",6525,286,0,12
2021-05-31,"Bristol","Massachusetts","25005",66637,1728,0,160
2021-05-31,"Essex","Massachusetts","25009",97571,2389,0,222
2021-05-31,"Franklin","Massachusetts","25011",2570,113,0,5
2021-05-31,"Hampden","Massachusetts","25013",52206,1526,0,145
2021-05-31,"Hampshire","Massachusetts","25015",9140,297,0,10
2021-05-31,"Middlesex","Massachusetts","25017",134871,3757,0,252
2021-05-31,"Norfolk","Massachusetts","25021",54803,1789,0,109
2021-05-31,"Plymouth","Massachusetts","25023",49115,1435,0,126
2021-05-31,"Suffolk","Massachusetts","25025",92743,1838,0,187
2021-05-31,"Worcester","Massachusetts","25027",77029,2233,0,126
2021-06-01,"Barnstable","Massachusetts","25001",13907,469,3,28
2021-06-01,"Berkshire","Massachusetts","25003",6526,286,1,12
2021-06-01,"Bristol","Massachusetts","25005",66655,1729,18,147
2021-06-01,"Essex","Massachusetts","25009",97598,2392,27,225
2021-06-01,"Franklin","Massachusetts","25011",2570,113,0,6
2021-06-01,"Hampden","Massachusetts","25013",52222,1525,16,141
2021-06-01,"Hampshire","Massachusetts","25015",9140,298,0,8
2021-06-01,"Middlesex","Massachusetts","25017",134915,3759,44,258
2021-06-01,"Norfolk","Massachusetts","25021",54821,1789,18,109
2021-06-01,"Plymouth","Massachusetts","25023",49138,1438,23,130
2021-06-01,"Suffolk","Massachusetts","25025",92763,1838,20,192
2021-06-01,"Worcester","Massachusetts","25027",77042,2235,13,109
2021-06-02,"Barnstable","Massachusetts","25001",13907,469,0,22
2021-06-02,"Berkshire","Massachusetts","25003",6526,286,0,5
2021-06-02,"Bristol","Massachusetts","25005",66672,1729,17,144
2021-06-02,"Essex","Massachusetts","25009",97615,2393,17,165
2021-06-02,"Franklin","Massachusetts","25011",2571,113,1,4
2021-06-02,"Hampden","Massachusetts","25013",52233,1526,11,120
2021-06-02,"Hampshire","Massachusetts","25015",9140,298,0,4
2021-06-02,"Middlesex","Massachusetts","25017",134928,3759,13,199
2021-06-02,"Norfolk","Massachusetts","25021",54825,1789,4,88
2021-06-02,"Plymouth","Massachusetts","25023",49151,1438,13,124
2021-06-02,"Suffolk","Massachusetts","25025",92769,1838,6,144
2021-06-02,"Worcester","Massachusetts","25027",77057,2236,15,90
2021-06-03,"Barnstable","Massachusetts","25001",13909,469,2,19
2021-06-03,"Bristol","Massachusetts","25005",66697,1730,25,141
2021-06-03,"Essex","Massachusetts","25009",97652,2394,37,161
2021-06-03,"Franklin","Massachusetts","25011",2573,113,2,8
2021-06-03,"Hampden","Massachusetts","25013",52255,1526,22,122
2021-06-03,"Hampshire","Massachusetts","25015",9141,298,1,4
2021-06-03,"Middlesex","Massachusetts","25017",134980,3761,52,222
2021-06-03,"Norfolk","Massachusetts","25021",54849,1790,24,91
2021-06-03,"Plymouth","Massachusetts","25023",49174,1439,23,124
2021-06-03,"Suffolk","Massachusetts","25025",92800,1838,31,141
2021-06-03,"Worcester","Massachusetts","25027",77078,2237,21,89
2021-06-04,"Barnstable","Massachusetts","25001",13910,469,1,15
2021-06-04,"Berkshire","Massachusetts","25003",6527,287,1,1
2021-06-04,"Bristol","Massachusetts","25005",66714,1731,17,126
2021-06-04,"Essex","Massachusetts","25009",97679,2394,27,163
2021-06-04,"Franklin","Massachusetts","25011",2576,113,3,9
2021-06-04,"Hampden","Massachusetts","25013",52274,1528,19,117
2021-06-04,"Hampshire","Massachusetts","25015",9142,298,1,5
2021-06-04,"Middlesex","Massachusetts","25017",135007,3762,27,190
2021-06-04,"Norfolk","Massachusetts","25021",54860,1792,11,78
2021-06-04,"Plymouth","Massachusetts","25023",49183,1439,9,113
2021-06-04,"Suffolk","Massachusetts","25025",92831,1841,31,126
2021-06-04,"Worcester","Massachusetts","25027",77110,2237,32,103
2021-06-05,"Barnstable","Massachusetts","25001",13911,469,1,10
2021-06-05,"Bristol","Massachusetts","25005",66736,1731,22,125
2021-06-05,"Essex","Massachusetts","25009",97704,2394,25,155
2021-06-05,"Franklin","Massachusetts","25011",2576,113,0,8
2021-06-05,"Hampden","Massachusetts","25013",52304,1529,30,121
2021-06-05,"Hampshire","Massachusetts","25015",9144,298,2,5
2021-06-05,"Middlesex","Massachusetts","25017",135049,3764,42,203
2021-06-05,"Norfolk","Massachusetts","25021",54877,1792,17,85
2021-06-05,"Plymouth","Massachusetts","25023",49193,1439,10,100
2021-06-05,"Suffolk","Massachusetts","25025",92866,1842,35,131
2021-06-05,"Worcester","Massachusetts","25027",77140,2237,30,120
2021-06-06,"Barnstable","Massachusetts","25001",13915,469,4,11
2021-06-06,"Berkshire","Massachusetts","25003",6529,287,0,4
2021-06-06,"Bristol","Massachusetts","25005",66746,1731,10,109
2021-06-06,"Essex","Massachusetts","25009",97722,2394,18,151
2021-06-06,"Franklin","Massachusetts","25011",2576,113,0,6
2021-06-06,"Hampden","Massachusetts","25013",52311,1530,7,105
2021-06-06,"Hampshire","Massachusetts","25015",9146,298,2,6
2021-06-06,"Middlesex","Massachusetts","25017",135066,3766,17,195
2021-06-06,"Norfolk","Massachusetts","25021",54891,1793,14,88
2021-06-06,"Plymouth","Massachusetts","25023",49200,1439,7,85
2021-06-06,"Suffolk","Massachusetts","25025",92894,1842,28,151
2021-06-06,"Worcester","Massachusetts","25027",77156,2237,16,127
2021-06-07,"Barnstable","Massachusetts","25001",13916,469,1,12
2021-06-07,"Berkshire","Massachusetts","25003",6529,287,0,4
2021-06-07,"Bristol","Massachusetts","25005",66756,1731,10,119
2021-06-07,"Essex","Massachusetts","25009",97729,2394,7,158
2021-06-07,"Franklin","Massachusetts","25011",2576,113,0,6
2021-06-07,"Hampden","Massachusetts","25013",52317,1530,6,111
2021-06-07,"Hampshire","Massachusetts","25015",9150,298,4,10
2021-06-07,"Middlesex","Massachusetts","25017",135081,3767,15,210
2021-06-07,"Norfolk","Massachusetts","25021",54902,1795,11,99
2021-06-07,"Plymouth","Massachusetts","25023",49205,1439,5,90
2021-06-07,"Suffolk","Massachusetts","25025",92917,1842,23,174
2021-06-07,"Worcester","Massachusetts","25027",77164,2238,8,135
2021-06-08,"Barnstable","Massachusetts","25001",13917,469,1,10
2021-06-08,"Berkshire","Massachusetts","25003",6529,287,0,3
2021-06-08,"Bristol","Massachusetts","25005",66761,1731,5,106
2021-06-08,"Essex","Massachusetts","25009",97740,2394,11,142
2021-06-08,"Franklin","Massachusetts","25011",2576,113,0,6
2021-06-08,"Hampden","Massachusetts","25013",52326,1531,9,104
2021-06-08,"Hampshire","Massachusetts","25015",9150,298,0,10
2021-06-08,"Middlesex","Massachusetts","25017",135107,3768,26,192
2021-06-08,"Norfolk","Massachusetts","25021",54914,1795,12,93
2021-06-08,"Plymouth","Massachusetts","25023",49210,1439,5,72
2021-06-08,"Suffolk","Massachusetts","25025",92925,1842,8,162
2021-06-08,"Worcester","Massachusetts","25027",77193,2238,29,151
2021-06-09,"Barnstable","Massachusetts","25001",13919,469,2,12
2021-06-09,"Berkshire","Massachusetts","25003",6531,287,2,5
2021-06-09,"Bristol","Massachusetts","25005",66767,1733,6,95
2021-06-09,"Essex","Massachusetts","25009",97759,2394,19,144
2021-06-09,"Franklin","Massachusetts","25011",2577,113,1,6
2021-06-09,"Hampden","Massachusetts","25013",52331,1532,5,98
2021-06-09,"Hampshire","Massachusetts","25015",9152,298,2,12
2021-06-09,"Middlesex","Massachusetts","25017",135121,3769,14,193
2021-06-09,"Norfolk","Massachusetts","25021",54919,1795,5,94
2021-06-09,"Plymouth","Massachusetts","25023",49215,1440,5,64
2021-06-09,"Suffolk","Massachusetts","25025",92948,1842,23,179
2021-06-09,"Worcester","Massachusetts","25027",77237,2238,44,180
2021-06-10,"Barnstable","Massachusetts","25001",13922,470,3,13
2021-06-10,"Berkshire","Massachusetts","25003",6533,287,2,7
2021-06-10,"Bristol","Massachusetts","25005",66782,1735,15,85
2021-06-10,"Essex","Massachusetts","25009",97770,2395,11,118
2021-06-10,"Franklin","Massachusetts","25011",2577,113,0,4
2021-06-10,"Hampden","Massachusetts","25013",52337,1532,6,82
2021-06-10,"Hampshire","Massachusetts","25015",9152,298,0,11
2021-06-10,"Middlesex","Massachusetts","25017",135136,3770,15,156
2021-06-10,"Norfolk","Massachusetts","25021",54922,1795,3,73
2021-06-10,"Plymouth","Massachusetts","25023",49223,1440,8,49
2021-06-10,"Suffolk","Massachusetts","25025",92958,1844,10,158
2021-06-10,"Worcester","Massachusetts","25027",77249,2238,12,171
2021-06-11,"Barnstable","Massachusetts","25001",13923,470,1,13
2021-06-11,"Berkshire","Massachusetts","25003",6535,287,2,8
2021-06-11,"Bristol","Massachusetts","25005",66796,1737,14,82
2021-06-11,"Essex","Massachusetts","25009",97789,2396,19,110
2021-06-11,"Franklin","Massachusetts","25011",2577,113,0,1
2021-06-11,"Hampden","Massachusetts","25013",52351,1534,14,77
2021-06-11,"Hampshire","Massachusetts","25015",9154,298,2,12
2021-06-11,"Middlesex","Massachusetts","25017",135151,3770,15,144
2021-06-11,"Norfolk","Massachusetts","25021",54929,1795,7,69
2021-06-11,"Plymouth","Massachusetts","25023",49228,1441,5,45
2021-06-11,"Suffolk","Massachusetts","25025",92983,1844,25,152
2021-06-11,"Worcester","Massachusetts","25027",77265,2240,16,155
2021-06-12,"Barnstable","Massachusetts","25001",13925,470,2,14
2021-06-12,"Berkshire","Massachusetts","25003",6535,287,0,6
2021-06-12,"Bristol","Massachusetts","25005",66814,1737,18,78
2021-06-12,"Essex","Massachusetts","25009",97803,2396,14,99
2021-06-12,"Franklin","Massachusetts","25011",2579,113,2,3
2021-06-12,"Hampden","Massachusetts","25013",52359,1534,8,55
2021-06-12,"Hampshire","Massachusetts","25015",9158,298,4,14
2021-06-12,"Middlesex","Massachusetts","25017",135172,3770,21,123
2021-06-12,"Norfolk","Massachusetts","25021",54935,1796,6,58
2021-06-12,"Plymouth","Massachusetts","25023",49234,1441,6,41
2021-06-12,"Suffolk","Massachusetts","25025",92989,1845,6,123
2021-06-12,"Worcester","Massachusetts","25027",77291,2240,26,151
2021-06-13,"Barnstable","Massachusetts","25001",13926,469,1,11
2021-06-13,"Berkshire","Massachusetts","25003",6536,287,1,7
2021-06-13,"Bristol","Massachusetts","25005",66819,1737,5,73
2021-06-13,"Essex","Massachusetts","25009",97809,2396,6,87
2021-06-13,"Franklin","Massachusetts","25011",2579,113,0,3
2021-06-13,"Hampden","Massachusetts","25013",52355,1535,-4,44
2021-06-13,"Hampshire","Massachusetts","25015",9158,298,0,12
2021-06-13,"Middlesex","Massachusetts","25017",135182,3770,10,116
2021-06-13,"Norfolk","Massachusetts","25021",54937,1796,2,46
2021-06-13,"Plymouth","Massachusetts","25023",49236,1441,2,36
2021-06-13,"Suffolk","Massachusetts","25025",92991,1845,2,97
2021-06-13,"Worcester","Massachusetts","25027",77299,2240,8,143
2021-06-14,"Barnstable","Massachusetts","25001",13926,469,0,10
2021-06-14,"Berkshire","Massachusetts","25003",6536,287,0,7
2021-06-14,"Bristol","Massachusetts","25005",66821,1740,2,65
2021-06-14,"Essex","Massachusetts","25009",97819,2398,10,90
2021-06-14,"Franklin","Massachusetts","25011",2579,113,0,3
2021-06-14,"Hampden","Massachusetts","25013",52359,1535,4,42
2021-06-14,"Hampshire","Massachusetts","25015",9156,298,-2,6
2021-06-14,"Middlesex","Massachusetts","25017",135191,3770,9,110
2021-06-14,"Norfolk","Massachusetts","25021",54942,1797,5,40
2021-06-14,"Plymouth","Massachusetts","25023",49237,1442,1,32
2021-06-14,"Suffolk","Massachusetts","25025",93002,1845,11,85
2021-06-14,"Worcester","Massachusetts","25027",77304,2241,5,140
2021-06-15,"Barnstable","Massachusetts","25001",13924,469,-2,7
2021-06-15,"Berkshire","Massachusetts","25003",6537,287,1,8
2021-06-15,"Bristol","Massachusetts","25005",66829,1742,8,68
2021-06-15,"Essex","Massachusetts","25009",97835,2398,16,95
2021-06-15,"Franklin","Massachusetts","25011",2579,113,0,3
2021-06-15,"Hampden","Massachusetts","25013",52363,1535,4,37
2021-06-15,"Hampshire","Massachusetts","25015",9156,298,0,6
2021-06-15,"Middlesex","Massachusetts","25017",135202,3770,11,95
2021-06-15,"Norfolk","Massachusetts","25021",54945,1797,3,31
2021-06-15,"Plymouth","Massachusetts","25023",49242,1442,5,32
2021-06-15,"Suffolk","Massachusetts","25025",93011,1845,9,86
2021-06-15,"Worcester","Massachusetts","25027",77314,2241,10,121
2021-06-16,"Barnstable","Massachusetts","25001",13923,469,-1,4
2021-06-16,"Berkshire","Massachusetts","25003",6537,287,0,6
2021-06-16,"Bristol","Massachusetts","25005",66840,1742,11,73
2021-06-16,"Essex","Massachusetts","25009",97836,2399,1,77
2021-06-16,"Franklin","Massachusetts","25011",2579,113,0,2
2021-06-16,"Hampden","Massachusetts","25013",52366,1535,3,35
2021-06-16,"Hampshire","Massachusetts","25015",9156,300,0,4
2021-06-16,"Middlesex","Massachusetts","25017",135218,3770,16,97
2021-06-16,"Norfolk","Massachusetts","25021",54952,1797,7,33
2021-06-16,"Plymouth","Massachusetts","25023",49246,1443,4,31
2021-06-16,"Suffolk","Massachusetts","25025",93019,1845,8,71
2021-06-16,"Worcester","Massachusetts","25027",77323,2241,9,86
2021-06-17,"Barnstable","Massachusetts","25001",13925,469,2,3
2021-06-17,"Berkshire","Massachusetts","25003",6539,287,2,6
2021-06-17,"Bristol","Massachusetts","25005",66849,1743,9,67
2021-06-17,"Essex","Massachusetts","25009",97855,2399,19,85
2021-06-17,"Franklin","Massachusetts","25011",2579,113,0,2
2021-06-17,"Hampden","Massachusetts","25013",52383,1535,17,46
2021-06-17,"Hampshire","Massachusetts","25015",9156,300,0,4
2021-06-17,"Middlesex","Massachusetts","25017",135224,3770,6,88
2021-06-17,"Norfolk","Massachusetts","25021",54955,1797,3,33
2021-06-17,"Plymouth","Massachusetts","25023",49249,1444,3,26
2021-06-17,"Suffolk","Massachusetts","25025",93028,1845,9,70
2021-06-17,"Worcester","Massachusetts","25027",77338,2243,15,89
2021-06-18,"Barnstable","Massachusetts","25001",13928,469,3,5
2021-06-18,"Berkshire","Massachusetts","25003",6540,287,1,5
2021-06-18,"Bristol","Massachusetts","25005",66856,1743,7,60
2021-06-18,"Essex","Massachusetts","25009",97869,2399,14,80
2021-06-18,"Franklin","Massachusetts","25011",2579,113,0,2
2021-06-18,"Hampden","Massachusetts","25013",52390,1535,7,39
2021-06-18,"Hampshire","Massachusetts","25015",9156,300,0,2
2021-06-18,"Middlesex","Massachusetts","25017",135248,3771,24,97
2021-06-18,"Norfolk","Massachusetts","25021",54964,1799,9,35
2021-06-18,"Plymouth","Massachusetts","25023",49256,1444,7,28
2021-06-18,"Suffolk","Massachusetts","25025",93039,1845,11,56
2021-06-18,"Worcester","Massachusetts","25027",77346,2243,8,81
2021-06-19,"Barnstable","Massachusetts","25001",13930,469,2,5
2021-06-19,"Berkshire","Massachusetts","25003",6540,287,0,5
2021-06-19,"Bristol","Massachusetts","25005",66869,1743,13,55
2021-06-19,"Essex","Massachusetts","25009",97878,2400,9,75
2021-06-19,"Franklin","Massachusetts","25011",2580,113,1,1
2021-06-19,"Hampden","Massachusetts","25013",52400,1535,10,41
2021-06-19,"Middlesex","Massachusetts","25017",135267,3772,19,95
2021-06-19,"Norfolk","Massachusetts","25021",54975,1798,11,40
2021-06-19,"Plymouth","Massachusetts","25023",49261,1444,5,27
2021-06-19,"Suffolk","Massachusetts","25025",93051,1846,12,62
2021-06-19,"Worcester","Massachusetts","25027",77356,2244,10,65
2021-06-20,"Barnstable","Massachusetts","25001",13930,469,0,4
2021-06-20,"Berkshire","Massachusetts","25003",6545,287,5,9
2021-06-20,"Bristol","Massachusetts","25005",66871,1744,2,52
2021-06-20,"Essex","Massachusetts","25009",97882,2401,4,73
2021-06-20,"Franklin","Massachusetts","25011",2581,113,1,2
2021-06-20,"Hampden","Massachusetts","25013",52400,1535,0,45
2021-06-20,"Middlesex","Massachusetts","25017",135278,3772,11,96
2021-06-20,"Norfolk","Massachusetts","25021",54982,1800,7,45
2021-06-20,"Plymouth","Massachusetts","25023",49263,1444,2,27
2021-06-20,"Suffolk","Massachusetts","25025",93057,1847,6,66
2021-06-20,"Worcester","Massachusetts","25027",77358,2244,2,59
2021-06-21,"Barnstable","Massachusetts","25001",13932,469,2,6
2021-06-21,"Berkshire","Massachusetts","25003",6546,288,1,10
2021-06-21,"Bristol","Massachusetts","25005",66876,1744,5,55
2021-06-21,"Essex","Massachusetts","25009",97894,2401,12,75
2021-06-21,"Franklin","Massachusetts","25011",2581,113,0,2
2021-06-21,"Hampden","Massachusetts","25013",52405,1536,5,46
2021-06-21,"Hampshire","Massachusetts","25015",9158,300,1,2
2021-06-21,"Middlesex","Massachusetts","25017",135286,3774,8,95
2021-06-21,"Norfolk","Massachusetts","25021",54984,1800,2,42
2021-06-21,"Plymouth","Massachusetts","25023",49268,1444,5,31
2021-06-21,"Suffolk","Massachusetts","25025",93060,1847,3,58
2021-06-21,"Worcester","Massachusetts","25027",77362,2246,4,58
2021-06-22,"Barnstable","Massachusetts","25001",13931,469,-1,7
2021-06-22,"Berkshire","Massachusetts","25003",6548,288,2,11
2021-06-22,"Bristol","Massachusetts","25005",66880,1744,4,51
2021-06-22,"Essex","Massachusetts","25009",97896,2401,2,61
2021-06-22,"Franklin","Massachusetts","25011",2581,113,0,2
2021-06-22,"Hampden","Massachusetts","25013",52411,1536,6,48
2021-06-22,"Hampshire","Massachusetts","25015",9162,300,4,6
2021-06-22,"Middlesex","Massachusetts","25017",135294,3774,8,92
2021-06-22,"Norfolk","Massachusetts","25021",54984,1801,0,39
2021-06-22,"Plymouth","Massachusetts","25023",49270,1444,2,28
2021-06-22,"Suffolk","Massachusetts","25025",93068,1847,8,57
2021-06-22,"Worcester","Massachusetts","25027",77373,2246,11,59
2021-06-23,"Barnstable","Massachusetts","25001",13932,469,1,9
2021-06-23,"Berkshire","Massachusetts","25003",6550,288,2,13
2021-06-23,"Bristol","Massachusetts","25005",66885,1744,5,45
2021-06-23,"Essex","Massachusetts","25009",97904,2402,8,68
2021-06-23,"Franklin","Massachusetts","25011",2581,113,0,2
2021-06-23,"Hampden","Massachusetts","25013",52415,1536,4,49
2021-06-23,"Hampshire","Massachusetts","25015",9163,300,1,7
2021-06-23,"Middlesex","Massachusetts","25017",135312,3776,18,94
2021-06-23,"Norfolk","Massachusetts","25021",54990,1801,6,38
2021-06-23,"Plymouth","Massachusetts","25023",49274,1445,4,28
2021-06-23,"Suffolk","Massachusetts","25025",93078,1847,10,59
2021-06-23,"Worcester","Massachusetts","25027",77382,2247,9,59
2021-06-24,"Barnstable","Massachusetts","25001",13933,469,1,8
2021-06-24,"Berkshire","Massachusetts","25003",6551,288,1,12
2021-06-24,"Bristol","Massachusetts","25005",66884,1745,-1,35
2021-06-24,"Essex","Massachusetts","25009",97916,2403,12,61
2021-06-24,"Franklin","Massachusetts","25011",2582,113,1,3
2021-06-24,"Hampden","Massachusetts","25013",52423,1537,8,40
2021-06-24,"Hampshire","Massachusetts","25015",9171,300,8,15
2021-06-24,"Middlesex","Massachusetts","25017",135332,3776,20,108
2021-06-24,"Norfolk","Massachusetts","25021",54993,1802,3,38
2021-06-24,"Plymouth","Massachusetts","25023",49280,1445,6,31
2021-06-24,"Suffolk","Massachusetts","25025",93091,1847,13,63
2021-06-24,"Worcester","Massachusetts","25027",77389,2247,7,51
2021-06-25,"Barnstable","Massachusetts","25001",13935,469,2,7
2021-06-25,"Berkshire","Massachusetts","25003",6552,288,1,12
2021-06-25,"Bristol","Massachusetts","25005",66887,1745,3,31
2021-06-25,"Essex","Massachusetts","25009",97921,2403,5,52
2021-06-25,"Franklin","Massachusetts","25011",2584,113,2,5
2021-06-25,"Hampden","Massachusetts","25013",52424,1537,1,34
2021-06-25,"Hampshire","Massachusetts","25015",9171,300,0,15
2021-06-25,"Middlesex","Massachusetts","25017",135349,3777,17,101
2021-06-25,"Norfolk","Massachusetts","25021",55004,1802,11,40
2021-06-25,"Plymouth","Massachusetts","25023",49282,1445,2,26
2021-06-25,"Suffolk","Massachusetts","25025",93102,1847,11,63
2021-06-25,"Worcester","Massachusetts","25027",77395,2247,6,49
2021-06-26,"Barnstable","Massachusetts","25001",13937,470,2,7
2021-06-26,"Berkshire","Massachusetts","25003",6552,288,0,12
2021-06-26,"Bristol","Massachusetts","25005",66893,1745,6,24
2021-06-26,"Essex","Massachusetts","25009",97935,2403,14,57
2021-06-26,"Franklin","Massachusetts","25011",2584,113,0,4
2021-06-26,"Hampden","Massachusetts","25013",52425,1537,1,25
2021-06-26,"Hampshire","Massachusetts","25015",9172,300,1,16
2021-06-26,"Middlesex","Massachusetts","25017",135362,3777,13,95
2021-06-26,"Norfolk","Massachusetts","25021",55006,1802,2,31
2021-06-26,"Plymouth","Massachusetts","25023",49284,1446,2,23
2021-06-26,"Suffolk","Massachusetts","25025",93114,1847,12,63
2021-06-26,"Worcester","Massachusetts","25027",77398,2247,3,42
2021-06-27,"Barnstable","Massachusetts","25001",13938,470,1,8
2021-06-27,"Berkshire","Massachusetts","25003",6553,288,1,8
2021-06-27,"Bristol","Massachusetts","25005",66898,1745,5,27
2021-06-27,"Essex","Massachusetts","25009",97941,2403,6,59
2021-06-27,"Franklin","Massachusetts","25011",2584,113,0,3
2021-06-27,"Hampden","Massachusetts","25013",52429,1537,4,29
2021-06-27,"Hampshire","Massachusetts","25015",9173,300,1,16
2021-06-27,"Middlesex","Massachusetts","25017",135342,3777,-20,64
