"date","county","state","fips","cases","deaths","new_cases","week_sum"
2020-09-25,"Hampshire","Massachusetts","25015",1214,143,3,11
2020-09-25,"Middlesex","Massachusetts","25017",27103,2139,89,558
2020-09-25,"Norfolk","Massachusetts","25021",10170,1054,28,190
2020-09-25,"Plymouth","Massachusetts","25023",9621,766,29,134
2020-09-25,"Suffolk","Massachusetts","25025",24089,1133,101,537
2020-09-25,"Worcester","Massachusetts","25027",14252,1097,34,245
2020-09-26,"Barnstable","Massachusetts","25001",1750,174,14,45
2020-09-26,"Berkshire","Massachusetts","25003",707,49,0,6
2020-09-26,"Bristol","Massachusetts","25005",9981,696,55,235
2020-09-26,"Essex","Massachusetts","25009",19637,1280,112,615
2020-09-26,"Franklin","Massachusetts","25011",408,68,2,5
2020-09-26,"Hampden","Massachusetts","25013",8147,775,30,181
2020-09-26,"Hampshire","Massachusetts","25015",1222,143,8,17
2020-09-26,"Middlesex","Massachusetts","25017",27201,2143,98,557
2020-09-26,"Norfolk","Massachusetts","25021",10212,1058,42,197
2020-09-26,"Plymouth","Massachusetts","25023",9639,767,18,123
2020-09-26,"Suffolk","Massachusetts","25025",24177,1134,88,503
2020-09-26,"Worcester","Massachusetts","25027",14301,1098,49,251
2020-09-27,"Barnstable","Massachusetts","25001",1757,174,7,51
2020-09-27,"Berkshire","Massachusetts","25003",711,49,4,10
2020-09-27,"Bristol","Massachusetts","25005",10018,697,37,230
2020-09-27,"Essex","Massachusetts","25009",19765,1281,128,691
2020-09-27,"Franklin","Massachusetts","25011",410,68,2,7
2020-09-27,"Hampden","Massachusetts","25013",8199,776,52,213
2020-09-27,"Hampshire","Massachusetts","25015",1226,144,4,20
2020-09-27,"Middlesex","Massachusetts","25017",27340,2146,139,608
2020-09-27,"Norfolk","Massachusetts","25021",10247,1058,35,203
2020-09-27,"Plymouth","Massachusetts","25023",9671,769,32,138
2020-09-27,"Suffolk","Massachusetts","25025",24281,1135,104,540
2020-09-27,"Worcester","Massachusetts","25027",14344,1101,43,265
2020-09-28,"Barnstable","Massachusetts","25001",1766,174,9,53
2020-09-28,"Berkshire","Massachusetts","25003",713,50,2,11
2020-09-28,"Bristol","Massachusetts","25005",10050,697,32,239
2020-09-28,"Essex","Massachusetts","25009",19819,1282,54,733
2020-09-28,"Franklin","Massachusetts","25011",410,68,0,7
2020-09-28,"Hampden","Massachusetts","25013",8240,778,41,229
2020-09-28,"Hampshire","Massachusetts","25015",1230,144,4,24
2020-09-28,"Middlesex","Massachusetts","25017",27392,2149,52,608
2020-09-28,"Norfolk","Massachusetts","25021",10271,1059,24,206
2020-09-28,"Plymouth","Massachusetts","25023",9699,770,28,159
2020-09-28,"Suffolk","Massachusetts","25025",24360,1135,79,562
2020-09-28,"Worcester","Massachusetts","25027",14375,1103,31,261
2020-09-29,"Barnstable","Massachusetts","25001",1779,174,13,65
2020-09-29,"Berkshire","Massachusetts","25003",717,50,4,13
2020-09-29,"Bristol","Massachusetts","25005",10074,697,24,248
2020-09-29,"Essex","Massachusetts","25009",19921,1283,102,801
2020-09-29,"Franklin","Massachusetts","25011",411,68,1,7
2020-09-29,"Hampden","Massachusetts","25013",8254,779,14,229
2020-09-29,"Hampshire","Massachusetts","25015",1235,144,5,30
2020-09-29,"Middlesex","Massachusetts","25017",27507,2149,115,687
2020-09-29,"Norfolk","Massachusetts","25021",10308,1061,37,228
2020-09-29,"Plymouth","Massachusetts","25023",9726,770,27,175
2020-09-29,"Suffolk","Massachusetts","25025",24426,1135,66,604
2020-09-29,"Worcester","Massachusetts","25027",14417,1107,42,298
2020-09-30,"Barnstable","Massachusetts","25001",1786,174,7,64
2020-09-30,"Berkshire","Massachusetts","25003",716,50,-1,10
2020-09-30,"Bristol","Massachusetts","25005",10114,701,40,256
2020-09-30,"Essex","Massachusetts","25009",20031,1290,110,726
2020-09-30,"Franklin","Massachusetts","25011",412,68,1,8
2020-09-30,"Hampden","Massachusetts","25013",8283,781,29,208
2020-09-30,"Hampshire","Massachusetts","25015",1251,144,16,43
2020-09-30,"Middlesex","Massachusetts","25017",27624,2154,117,681
2020-09-30,"Norfolk","Massachusetts","25021",10338,1066,30,231
2020-09-30,"Plymouth","Massachusetts","25023",9777,770,51,210
2020-09-30,"Suffolk","Massachusetts","25025",24479,1137,53,588
2020-09-30,"Worcester","Massachusetts","25027",14471,1115,54,312
2020-10-01,"Barnstable","Massachusetts","25001",1799,174,13,71
2020-10-01,"Berkshire","Massachusetts","25003",716,50,0,11
2020-10-01,"Bristol","Massachusetts","25005",10161,702,47,266
2020-10-01,"Essex","Massachusetts","25009",20156,1293,125,734
2020-10-01,"Franklin","Massachusetts","25011",412,68,0,7
2020-10-01,"Hampden","Massachusetts","25013",8339,786,56,241
2020-10-01,"Hampshire","Massachusetts","25015",1273,145,22,62
2020-10-01,"Middlesex","Massachusetts","25017",27779,2156,155,765
2020-10-01,"Norfolk","Massachusetts","25021",10384,1068,46,242
2020-10-01,"Plymouth","Massachusetts","25023",9807,773,30,215
2020-10-01,"Suffolk","Massachusetts","25025",24622,1142,143,634
2020-10-01,"Worcester","Massachusetts","25027",14528,1117,57,310
2020-10-02,"Barnstable","Massachusetts","25001",1807,174,8,71
2020-10-02,"Berkshire","Massachusetts","25003",718,50,2,11
2020-10-02,"Bristol","Massachusetts","25005",10226,702,65,300
2020-10-02,"Essex","Massachusetts","25009",20257,1294,101,732
2020-10-02,"Franklin","Massachusetts","25011",413,68,1,7
2020-10-02,"Hampden","Massachusetts","25013",8403,787,64,286
2020-10-02,"Hampshire","Massachusetts","25015",1298,147,25,84
2020-10-02,"Middlesex","Massachusetts","25017",27961,2160,182,858
2020-10-02,"Norfolk","Massachusetts","25021",10430,1068,46,260
2020-10-02,"Plymouth","Massachusetts","25023",9852,773,45,231
2020-10-02,"Suffolk","Massachusetts","25025",24764,1142,142,675
2020-10-02,"Worcester","Massachusetts","25027",14598,1119,70,346
2020-10-03,"Barnstable","Massachusetts","25001",1818,174,11,68
2020-10-03,"Berkshire","Massachusetts","25003",718,50,0,11
2020-10-03,"Bristol","Massachusetts","25005",10269,702,43,288
2020-10-03,"Essex","Massachusetts","25009",20370,1295,113,733
2020-10-03,"Franklin","Massachusetts","25011",415,68,2,7
2020-10-03,"Hampden","Massachusetts","25013",8435,789,32,288
2020-10-03,"Hampshire","Massachusetts","25015",1316,148,18,94
2020-10-03,"Middlesex","Massachusetts","25017",28101,2166,140,900
2020-10-03,"Norfolk","Massachusetts","25021",10481,1071,51,269
2020-10-03,"Plymouth","Massachusetts","25023",9904,776,52,265
2020-10-03,"Suffolk","Massachusetts","25025",24871,1142,107,694
2020-10-03,"Worcester","Massachusetts","25027",14637,1120,39,336
2020-10-04,"Barnstable","Massachusetts","25001",1824,174,6,67
2020-10-04,"Berkshire","Massachusetts","25003",723,50,5,12
2020-10-04,"Bristol","Massachusetts","25005",10311,703,42,293
2020-10-04,"Essex","Massachusetts","25009",20465,1296,95,700
2020-10-04,"Franklin","Massachusetts","25011",421,68,6,11
2020-10-04,"Hampden","Massachusetts","25013",8493,789,58,294
2020-10-04,"Hampshire","Massachusetts","25015",1324,148,8,98
2020-10-04,"Middlesex","Massachusetts","25017",28243,2166,142,903
2020-10-04,"Norfolk","Massachusetts","25021",10533,1071,52,286
2020-10-04,"Plymouth","Massachusetts","25023",9936,777,32,265
2020-10-04,"Suffolk","Massachusetts","25025",24987,1142,116,706
2020-10-04,"Worcester","Massachusetts","25027",14688,1120,51,344
2020-10-05,"Barnstable","Massachusetts","25001",1827,174,3,61
2020-10-05,"Berkshire","Massachusetts","25003",725,51,2,12
2020-10-05,"Bristol","Massachusetts","25005",10340,706,29,290
2020-10-05,"Essex","Massachusetts","25009",20617,1300,152,798
2020-10-05,"Franklin","Massachusetts","25011",421,69,0,11
2020-10-05,"Hampden","Massachusetts","25013",8533,790,40,293
2020-10-05,"Hampshire","Massachusetts","25015",1327,148,3,97
2020-10-05,"Middlesex","Massachusetts","25017",28308,2172,65,916
2020-10-05,"Norfolk","Massachusetts","25021",10558,1073,25,287
2020-10-05,"Plymouth","Massachusetts","25023",9959,777,23,260
2020-10-05,"Suffolk","Massachusetts","25025",25052,1142,65,692
2020-10-05,"Worcester","Massachusetts","25027",14740,1122,52,365
2020-10-06,"Barnstable","Massachusetts","25001",1832,174,5,53
2020-10-06,"Berkshire","Massachusetts","25003",725,51,0,8
2020-10-06,"Bristol","Massachusetts","25005",10386,709,46,312
2020-10-06,"Essex","Massachusetts","25009",20672,1300,55,751
2020-10-06,"Franklin","Massachusetts","25011",420,69,-1,9
2020-10-06,"Hampden","Massachusetts","25013",8574,791,41,320
2020-10-06,"Hampshire","Massachusetts","25015",1333,148,6,98
2020-10-06,"Middlesex","Massachusetts","25017",28392,2172,84,885
2020-10-06,"Norfolk","Massachusetts","25021",10608,1074,50,300
2020-10-06,"Plymouth","Massachusetts","25023",10007,777,48,281
2020-10-06,"Suffolk","Massachusetts","25025",25117,1142,65,691
2020-10-06,"Worcester","Massachusetts","25027",14791,1124,51,374
2020-10-07,"Barnstable","Massachusetts","25001",1837,175,5,51
2020-10-07,"Berkshire","Massachusetts","25003",726,51,1,10
2020-10-07,"Bristol","Massachusetts","25005",10423,715,37,309
2020-10-07,"Essex","Massachusetts","25009",20768,1303,96,737
2020-10-07,"Franklin","Massachusetts","25011",422,69,2,10
2020-10-07,"Hampden","Massachusetts","25013",8611,791,37,328
2020-10-07,"Hampshire","Massachusetts","25015",1341,148,8,90
2020-10-07,"Middlesex","Massachusetts","25017",28533,2175,141,909
2020-10-07,"Norfolk","Massachusetts","25021",10632,1077,24,294
2020-10-07,"Plymouth","Massachusetts","25023",10024,778,17,247
2020-10-07,"Suffolk","Massachusetts","25025",25200,1143,83,721
2020-10-07,"Worcester","Massachusetts","25027",14864,1125,73,393
2020-10-08,"Barnstable","Massachusetts","25001",1849,175,12,50
2020-10-08,"Berkshire","Massachusetts","25003",726,51,0,10
2020-10-08,"Bristol","Massachusetts","25005",10452,716,29,291
2020-10-08,"Essex","Massachusetts","25009",20835,1306,67,679
2020-10-08,"Franklin","Massachusetts","25011",424,69,2,12
2020-10-08,"Hampden","Massachusetts","25013",8621,791,10,282
2020-10-08,"Hampshire","Massachusetts","25015",1345,148,4,72
2020-10-08,"Middlesex","Massachusetts","25017",28638,2178,105,859
2020-10-08,"Norfolk","Massachusetts","25021",10666,1077,34,282
2020-10-08,"Plymouth","Massachusetts","25023",10058,778,34,251
2020-10-08,"Suffolk","Massachusetts","25025",25273,1143,73,651
2020-10-08,"Worcester","Massachusetts","25027",14905,1126,41,377
2020-10-09,"Barnstable","Massachusetts","25001",1855,175,6,48
2020-10-09,"Berkshire","Massachusetts","25003",729,51,3,11
2020-10-09,"Bristol","Massachusetts","25005",10511,717,59,285
2020-10-09,"Essex","Massachusetts","25009",20945,1307,110,688
2020-10-09,"Franklin","Massachusetts","25011",424,69,0,11
2020-10-09,"Hampden","Massachusetts","25013",8681,792,60,278
2020-10-09,"Hampshire","Massachusetts","25015",1349,149,4,51
2020-10-09,"Middlesex","Massachusetts","25017",28796,2182,158,835
2020-10-09,"Norfolk","Massachusetts","25021",10739,1078,73,309
2020-10-09,"Plymouth","Massachusetts","25023",10130,779,72,278
2020-10-09,"Suffolk","Massachusetts","25025",25382,1144,109,618
2020-10-09,"Worcester","Massachusetts","25027",14982,1127,77,384
2020-10-10,"Barnstable","Massachusetts","25001",1858,176,3,40
2020-10-10,"Berkshire","Massachusetts","25003",730,51,1,12
2020-10-10,"Bristol","Massachusetts","25005",10555,718,44,286
2020-10-10,"Essex","Massachusetts","25009",21078,1307,133,708
2020-10-10,"Franklin","Massachusetts","25011",425,69,1,10
2020-10-10,"Hampden","Massachusetts","25013",8716,792,35,281
2020-10-10,"Hampshire","Massachusetts","25015",1352,149,3,36
2020-10-10,"Middlesex","Massachusetts","25017",28917,2186,121,816
2020-10-10,"Norfolk","Massachusetts","25021",10792,1080,53,311
2020-10-10,"Plymouth","Massachusetts","25023",10172,780,42,268
2020-10-10,"Suffolk","Massachusetts","25025",25497,1145,115,626
2020-10-10,"Worcester","Massachusetts","25027",15022,1127,40,385
2020-10-11,"Barnstable","Massachusetts","25001",1863,176,5,39
2020-10-11,"Berkshire","Massachusetts","25003",730,51,0,7
2020-10-11,"Bristol","Massachusetts","25005",10599,721,44,288
2020-10-11,"Essex","Massachusetts","25009",21193,1309,115,728
2020-10-11,"Franklin","Massachusetts","25011",426,71,1,5
2020-10-11,"Hampden","Massachusetts","25013",8754,792,38,261
2020-10-11,"Hampshire","Massachusetts","25015",1356,150,4,32
2020-10-11,"Middlesex","Massachusetts","25017",29055,2190,138,812
2020-10-11,"Norfolk","Massachusetts","25021",10824,1082,32,291
2020-10-11,"Plymouth","Massachusetts","25023",10218,780,46,282
2020-10-11,"Suffolk","Massachusetts","25025",25562,1147,65,575
2020-10-11,"Worcester","Massachusetts","25027",15090,1128,68,402
2020-10-12,"Barnstable","Massachusetts","25001",1876,177,13,49
2020-10-12,"Berkshire","Massachusetts","25003",730,51,0,5
2020-10-12,"Bristol","Massachusetts","25005",10670,724,71,330
2020-10-12,"Essex","Massachusetts","25009",21296,1311,103,679
2020-10-12,"Franklin","Massachusetts","25011",426,71,0,5
2020-10-12,"Hampden","Massachusetts","25013",8818,792,64,285
2020-10-12,"Hampshire","Massachusetts","25015",1359,150,3,32
2020-10-12,"Middlesex","Massachusetts","25017",29225,2192,170,917
2020-10-12,"Norfolk","Massachusetts","25021",10880,1083,56,322
2020-10-12,"Plymouth","Massachusetts","25023",10324,783,106,365
2020-10-12,"Suffolk","Massachusetts","25025",25702,1147,140,650
2020-10-12,"Worcester","Massachusetts","25027",15141,1129,51,401
2020-10-13,"Barnstable","Massachusetts","25001",1878,178,2,46
2020-10-13,"Berkshire","Massachusetts","25003",732,51,2,7
2020-10-13,"Bristol","Massachusetts","25005",10739,725,69,353
2020-10-13,"Essex","Massachusetts","25009",21380,1313,84,708
2020-10-13,"Franklin","Massachusetts","25011",426,71,0,6
2020-10-13,"Hampden","Massachusetts","25013",8854,792,36,280
2020-10-13,"Hampshire","Massachusetts","25015",1364,150,5,31
2020-10-13,"Middlesex","Massachusetts","25017",29358,2196,133,966
2020-10-13,"Norfolk","Massachusetts","25021",10942,1084,62,334
2020-10-13,"Plymouth","Massachusetts","25023",10380,784,56,373
2020-10-13,"Suffolk","Massachusetts","25025",25824,1148,122,707
2020-10-13,"Worcester","Massachusetts","25027",15189,1131,48,398
2020-10-14,"Barnstable","Massachusetts","25001",1877,178,-1,40
2020-10-14,"Berkshire","Massachusetts","25003",733,51,1,7
2020-10-14,"Bristol","Massachusetts","25005",10777,725,38,354
2020-10-14,"Essex","Massachusetts","25009",21516,1315,136,748
2020-10-14,"Franklin","Massachusetts","25011",426,71,0,4
2020-10-14,"Hampden","Massachusetts","25013",8894,794,40,283
2020-10-14,"Hampshire","Massachusetts","25015",1374,152,10,33
2020-10-14,"Middlesex","Massachusetts","25017",29460,2200,102,927
2020-10-14,"Norfolk","Massachusetts","25021",10975,1086,33,343
2020-10-14,"Plymouth","Massachusetts","25023",10424,786,44,400
2020-10-14,"Suffolk","Massachusetts","25025",25896,1150,72,696
2020-10-14,"Worcester","Massachusetts","25027",15238,1132,49,374
2020-10-15,"Barnstable","Massachusetts","25001",1882,178,5,33
2020-10-15,"Berkshire","Massachusetts","25003",735,51,2,9
2020-10-15,"Bristol","Massachusetts","25005",10828,727,51,376
2020-10-15,"Essex","Massachusetts","25009",21619,1318,103,784
2020-10-15,"Franklin","Massachusetts","25011",426,71,0,2
2020-10-15,"Hampden","Massachusetts","25013",8921,794,27,300
2020-10-15,"Hampshire","Massachusetts","25015",1376,152,2,31
2020-10-15,"Middlesex","Massachusetts","25017",29587,2205,127,949
2020-10-15,"Norfolk","Massachusetts","25021",11008,1086,33,342
2020-10-15,"Plymouth","Massachusetts","25023",10486,793,62,428
2020-10-15,"Suffolk","Massachusetts","25025",26012,1153,116,739
2020-10-15,"Worcester","Massachusetts","25027",15280,1137,42,375
2020-10-16,"Barnstable","Massachusetts","25001",1888,180,6,33
2020-10-16,"Berkshire","Massachusetts","25003",735,51,0,6
2020-10-16,"Bristol","Massachusetts","25005",10864,729,36,353
2020-10-16,"Essex","Massachusetts","25009",21736,1320,117,791
2020-10-16,"Franklin","Massachusetts","25011",432,71,6,8
2020-10-16,"Hampden","Massachusetts","25013",8971,796,50,290
2020-10-16,"Hampshire","Massachusetts","25015",1386,152,10,37
2020-10-16,"Middlesex","Massachusetts","25017",29728,2214,141,932
2020-10-16,"Norfolk","Massachusetts","25021",11050,1087,42,311
2020-10-16,"Plymouth","Massachusetts","25023",10540,800,54,410
2020-10-16,"Suffolk","Massachusetts","25025",26160,1155,148,778
2020-10-16,"Worcester","Massachusetts","25027",15357,1140,77,375
2020-10-17,"Barnstable","Massachusetts","25001",1888,181,0,30
2020-10-17,"Berkshire","Massachusetts","25003",736,51,1,6
2020-10-17,"Bristol","Massachusetts","25005",10919,731,55,364
2020-10-17,"Essex","Massachusetts","25009",21865,1322,129,787
2020-10-17,"Franklin","Massachusetts","25011",434,71,2,9
2020-10-17,"Hampden","Massachusetts","25013",9014,798,43,298
2020-10-17,"Hampshire","Massachusetts","25015",1389,153,3,37
2020-10-17,"Middlesex","Massachusetts","25017",29845,2219,117,928
2020-10-17,"Norfolk","Massachusetts","25021",11085,1090,35,293
2020-10-17,"Plymouth","Massachusetts","25023",10573,802,33,401
2020-10-17,"Suffolk","Massachusetts","25025",26250,1156,90,753
2020-10-17,"Worcester","Massachusetts","25027",15412,1142,55,390
2020-10-18,"Barnstable","Massachusetts","25001",1896,181,8,33
2020-10-18,"Berkshire","Massachusetts","25003",736,51,0,6
2020-10-18,"Bristol","Massachusetts","25005",10985,731,66,386
2020-10-18,"Essex","Massachusetts","25009",22035,1326,170,842
2020-10-18,"Franklin","Massachusetts","25011",437,72,3,11
2020-10-18,"Hampden","Massachusetts","25013",9074,798,60,320
2020-10-18,"Hampshire","Massachusetts","25015",1400,153,11,44
2020-10-18,"Middlesex","Massachusetts","25017",29986,2223,141,931
2020-10-18,"Norfolk","Massachusetts","25021",11128,1091,43,304
2020-10-18,"Plymouth","Massachusetts","25023",10619,804,46,401
2020-10-18,"Suffolk","Massachusetts","25025",26383,1156,133,821
2020-10-18,"Worcester","Massachusetts","25027",15475,1144,63,385
2020-10-19,"Barnstable","Massachusetts","25001",1898,181,2,22
2020-10-19,"Berkshire","Massachusetts","25003",740,51,4,10
2020-10-19,"Bristol","Massachusetts","25005",11046,732,61,376
2020-10-19,"Essex","Massachusetts","25009",22192,1330,157,896
2020-10-19,"Franklin","Massachusetts","25011",438,72,1,12
2020-10-19,"Hampden","Massachusetts","25013",9125,799,51,307
2020-10-19,"Hampshire","Massachusetts","25015",1401,153,1,42
2020-10-19,"Middlesex","Massachusetts","25017",30182,2226,196,957
2020-10-19,"Norfolk","Massachusetts","25021",11176,1093,48,296
2020-10-19,"Plymouth","Massachusetts","25023",10693,804,74,369
2020-10-19,"Suffolk","Massachusetts","25025",26546,1160,163,844
2020-10-19,"Worcester","Massachusetts","25027",15544,1145,69,403
2020-10-20,"Barnstable","Massachusetts","25001",1902,181,4,24
2020-10-20,"Berkshire","Massachusetts","25003",742,51,2,10
2020-10-20,"Bristol","Massachusetts","25005",11126,732,80,387
2020-10-20,"Essex","Massachusetts","25009",22315,1330,123,935
2020-10-20,"Franklin","Massachusetts","25011",441,72,3,15
2020-10-20,"Hampden","Massachusetts","25013",9171,799,46,317
2020-10-20,"Hampshire","Massachusetts","25015",1412,153,11,48
2020-10-20,"Middlesex","Massachusetts","25017",30367,2226,185,1009
2020-10-20,"Norfolk","Massachusetts","25021",11238,1093,62,296
2020-10-20,"Plymouth","Massachusetts","25023",10786,806,93,406
2020-10-20,"Suffolk","Massachusetts","25025",26663,1161,117,839
2020-10-20,"Worcester","Massachusetts","25027",15622,1147,78,433
2020-10-21,"Barnstable","Massachusetts","25001",1911,181,9,34
2020-10-21,"Berkshire","Massachusetts","25003",742,51,0,9
2020-10-21,"Bristol","Massachusetts","25005",11170,733,44,393
2020-10-21,"Essex","Massachusetts","25009",22446,1331,131,930
2020-10-21,"Franklin","Massachusetts","25011",445,72,4,19
2020-10-21,"Hampden","Massachusetts","25013",9219,800,48,325
2020-10-21,"Hampshire","Massachusetts","25015",1420,153,8,46
2020-10-21,"Middlesex","Massachusetts","25017",30502,2232,135,1042
2020-10-21,"Norfolk","Massachusetts","25021",11274,1094,36,299
2020-10-21,"Plymouth","Massachusetts","25023",10824,809,38,400
2020-10-21,"Suffolk","Massachusetts","25025",26787,1163,124,891
2020-10-21,"Worcester","Massachusetts","25027",15681,1154,59,443
2020-10-22,"Barnstable","Massachusetts","25001",1922,182,11,40
2020-10-22,"Berkshire","Massachusetts","25003",744,51,2,9
2020-10-22,"Bristol","Massachusetts","25005",11334,735,164,506
2020-10-22,"Essex","Massachusetts","25009",22596,1333,150,977
2020-10-22,"Franklin","Massachusetts","25011",456,72,11,30
2020-10-22,"Hampden","Massachusetts","25013",9305,804,86,384
2020-10-22,"Hampshire","Massachusetts","25015",1430,153,10,54
2020-10-22,"Middlesex","Massachusetts","25017",30656,2240,154,1069
2020-10-22,"Norfolk","Massachusetts","25021",11336,1097,62,328
2020-10-22,"Plymouth","Massachusetts","25023",10895,814,71,409
2020-10-22,"Suffolk","Massachusetts","25025",26954,1166,167,942
2020-10-22,"Worcester","Massachusetts","25027",15778,1156,97,498
2020-10-23,"Barnstable","Massachusetts","25001",1929,182,7,41
2020-10-23,"Berkshire","Massachusetts","25003",747,51,3,12
2020-10-23,"Bristol","Massachusetts","25005",11451,735,117,587
2020-10-23,"Essex","Massachusetts","25009",22739,1336,143,1003
2020-10-23,"Franklin","Massachusetts","25011",456,72,0,24
2020-10-23,"Hampden","Massachusetts","25013",9379,807,74,408
2020-10-23,"Hampshire","Massachusetts","25015",1435,153,5,49
2020-10-23,"Middlesex","Massachusetts","25017",30831,2243,175,1103
2020-10-23,"Norfolk","Massachusetts","25021",11397,1099,61,347
2020-10-23,"Plymouth","Massachusetts","25023",10975,820,80,435
2020-10-23,"Suffolk","Massachusetts","25025",27180,1168,226,1020
2020-10-23,"Worcester","Massachusetts","25027",15860,1157,82,503
2020-10-24,"Barnstable","Massachusetts","25001",1933,182,4,45
2020-10-24,"Berkshire","Massachusetts","25003",751,51,4,15
2020-10-24,"Bristol","Massachusetts","25005",11568,737,117,649
2020-10-24,"Essex","Massachusetts","25009",22939,1337,200,1074
2020-10-24,"Franklin","Massachusetts","25011",460,72,4,26
2020-10-24,"Hampden","Massachusetts","25013",9501,809,122,487
2020-10-24,"Hampshire","Massachusetts","25015",1441,153,6,52
2020-10-24,"Middlesex","Massachusetts","25017",31032,2245,201,1187
2020-10-24,"Norfolk","Massachusetts","25021",11469,1101,72,384
2020-10-24,"Plymouth","Massachusetts","25023",11067,820,92,494
2020-10-24,"Suffolk","Massachusetts","25025",27346,1168,166,1096
2020-10-24,"Worcester","Massachusetts","25027",15977,1157,117,565
2020-10-25,"Barnstable","Massachusetts","25001",1944,182,11,48
2020-10-25,"Berkshire","Massachusetts","25003",761,51,10,25
2020-10-25,"Bristol","Massachusetts","25005",11718,741,150,733
2020-10-25,"Essex","Massachusetts","25009",23175,1340,236,1140
2020-10-25,"Franklin","Massachusetts","25011",461,72,1,24
2020-10-25,"Hampden","Massachusetts","25013",9548,811,47,474
2020-10-25,"Hampshire","Massachusetts","25015",1449,154,8,49
2020-10-25,"Middlesex","Massachusetts","25017",31257,2252,225,1271
2020-10-25,"Norfolk","Massachusetts","25021",11530,1104,61,402
2020-10-25,"Plymouth","Massachusetts","25023",11123,823,56,504
2020-10-25,"Suffolk","Massachusetts","25025",27571,1169,225,1188
2020-10-25,"Worcester","Massachusetts","25027",16064,1158,87,589
2020-10-26,"Barnstable","Massachusetts","25001",1968,182,24,70
2020-10-26,"Berkshire","Massachusetts","25003",765,51,4,25
2020-10-26,"Bristol","Massachusetts","25005",11878,743,160,832
2020-10-26,"Essex","Massachusetts","25009",23296,1341,121,1104
2020-10-26,"Franklin","Massachusetts","25011",467,72,6,29
2020-10-26,"Hampden","Massachusetts","25013",9723,812,175,598
2020-10-26,"Hampshire","Massachusetts","25015",1458,154,9,57
2020-10-26,"Middlesex","Massachusetts","25017",31401,2256,144,1219
2020-10-26,"Norfolk","Massachusetts","25021",11591,1105,61,415
2020-10-26,"Plymouth","Massachusetts","25023",11217,826,94,524
2020-10-26,"Suffolk","Massachusetts","25025",27823,1171,252,1277
2020-10-26,"Worcester","Massachusetts","25027",16210,1161,146,666
2020-10-27,"Barnstable","Massachusetts","25001",1992,182,24,90
2020-10-27,"Berkshire","Massachusetts","25003",774,52,9,32
2020-10-27,"Bristol","Massachusetts","25005",11986,743,108,860
2020-10-27,"Essex","Massachusetts","25009",23418,1342,122,1103
2020-10-27,"Franklin","Massachusetts","25011",472,72,5,31
2020-10-27,"Hampden","Massachusetts","25013",9800,812,77,629
2020-10-27,"Hampshire","Massachusetts","25015",1465,154,7,53
2020-10-27,"Middlesex","Massachusetts","25017",31594,2257,193,1227
2020-10-27,"Norfolk","Massachusetts","25021",11676,1106,85,438
2020-10-27,"Plymouth","Massachusetts","25023",11294,828,77,508
2020-10-27,"Suffolk","Massachusetts","25025",27992,1171,169,1329
2020-10-27,"Worcester","Massachusetts","25027",16349,1162,139,727
2020-10-28,"Barnstable","Massachusetts","25001",1999,183,7,88
2020-10-28,"Berkshire","Massachusetts","25003",780,52,6,38
2020-10-28,"Bristol","Massachusetts","25005",12167,750,181,997
2020-10-28,"Essex","Massachusetts","25009",23642,1343,224,1196
2020-10-28,"Franklin","Massachusetts","25011",472,72,0,27
2020-10-28,"Hampden","Massachusetts","25013",9901,815,101,682
2020-10-28,"Hampshire","Massachusetts","25015",1472,155,7,52
2020-10-28,"Middlesex","Massachusetts","25017",31808,2265,214,1306
2020-10-28,"Norfolk","Massachusetts","25021",11733,1108,57,459
2020-10-28,"Plymouth","Massachusetts","25023",11350,832,56,526
2020-10-28,"Suffolk","Massachusetts","25025",28152,1173,160,1365
2020-10-28,"Worcester","Massachusetts","25027",16471,1169,122,790
2020-10-29,"Barnstable","Massachusetts","25001",2004,183,5,82
2020-10-29,"Berkshire","Massachusetts","25003",781,52,1,37
2020-10-29,"Bristol","Massachusetts","25005",12338,752,171,1004
2020-10-29,"Essex","Massachusetts","25009",23861,1348,219,1265
2020-10-29,"Franklin","Massachusetts","25011",478,73,6,22
2020-10-29,"Hampden","Massachusetts","25013",10016,816,115,711
2020-10-29,"Hampshire","Massachusetts","25015",1484,155,12,54
2020-10-29,"Middlesex","Massachusetts","25017",32015,2272,207,1359
2020-10-29,"Norfolk","Massachusetts","25021",11814,1110,81,478
2020-10-29,"Plymouth","Massachusetts","25023",11423,835,73,528
2020-10-29,"Suffolk","Massachusetts","25025",28400,1177,248,1446
2020-10-29,"Worcester","Massachusetts","25027",16580,1171,109,802
2020-10-30,"Barnstable","Massachusetts","25001",2020,183,16,91
2020-10-30,"Berkshire","Massachusetts","25003",783,52,2,36
2020-10-30,"Bristol","Massachusetts","25005",12533,757,195,1082
2020-10-30,"Essex","Massachusetts","25009",24089,1353,228,1350
2020-10-30,"Franklin","Massachusetts","25011",479,73,1,23
2020-10-30,"Hampden","Massachusetts","25013",10151,816,135,772
2020-10-30,"Hampshire","Massachusetts","25015",1503,155,19,68
2020-10-30,"Middlesex","Massachusetts","25017",32295,2279,280,1464
2020-10-30,"Norfolk","Massachusetts","25021",11891,1111,77,494
2020-10-30,"Plymouth","Massachusetts","25023",11486,836,63,511
2020-10-30,"Suffolk","Massachusetts","25025",28660,1180,260,1480
